clock_in,employee_id,name,created_at,pay_rate,business_id,updated_at,clock_out,id
2018-05-11T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-05-11T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-05-12T04:00:00.000Z,2018-05-12T04:00:00.000Z,952e4a59-398c-4ebd-951b-23b753d4f078
2018-05-12T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-05-12T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-05-13T04:00:00.000Z,2018-05-13T04:00:00.000Z,22dd1443-1838-49e8-ba2b-11e64ff08c2f
2018-05-13T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-05-13T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-05-14T04:00:00.000Z,2018-05-14T04:00:00.000Z,1ef4d8a5-ea06-4eea-8417-e85fbfe20e2e
2018-05-14T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-05-14T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-05-15T04:00:00.000Z,2018-05-15T04:00:00.000Z,5e3857b1-1e58-4da4-93dd-b1cf4c8bed39
2018-05-15T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-05-15T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-05-16T04:00:00.000Z,2018-05-16T04:00:00.000Z,999564a8-f183-4076-b409-a5b11a0c582e
2018-05-16T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-05-16T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-05-17T04:00:00.000Z,2018-05-17T04:00:00.000Z,632501b3-eba0-417c-aecd-d828a68b858b
2018-05-17T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-05-17T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-05-18T04:00:00.000Z,2018-05-18T04:00:00.000Z,f765cd0c-bc6a-45a2-bde1-f0544390f031
2018-05-18T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-05-18T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-05-19T04:00:00.000Z,2018-05-19T04:00:00.000Z,00b295f9-0dfa-452e-9cb0-8b2ba422c4a1
2018-05-19T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-05-19T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-05-20T04:00:00.000Z,2018-05-20T04:00:00.000Z,9ce2d1ed-7447-4ade-833b-567d9a0147ab
2018-05-20T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-05-20T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-05-21T04:00:00.000Z,2018-05-21T04:00:00.000Z,49e134a2-51eb-4aec-9258-523792102b87
2018-05-21T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-05-21T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-05-22T04:00:00.000Z,2018-05-22T04:00:00.000Z,e37f8879-7846-4a96-ab67-6661ecce51b0
2018-05-22T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-05-22T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-05-23T04:00:00.000Z,2018-05-23T04:00:00.000Z,e6617c00-c015-43c2-9173-78b0088bf6ca
2018-05-23T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-05-23T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-05-24T04:00:00.000Z,2018-05-24T04:00:00.000Z,c6b6ed85-5916-4edc-93c9-d969ca610462
2018-05-24T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-05-24T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-05-25T04:00:00.000Z,2018-05-25T04:00:00.000Z,a4eb3bb1-11b8-43d0-bf87-830b32c88246
2018-05-25T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-05-25T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-05-26T04:00:00.000Z,2018-05-26T04:00:00.000Z,3f5c7475-1c5a-4858-bf35-c31f71b8b499
2018-05-26T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-05-26T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-05-27T04:00:00.000Z,2018-05-27T04:00:00.000Z,0c8f1564-b66f-4dd6-94b1-0e318f714515
2018-05-27T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-05-27T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-05-28T04:00:00.000Z,2018-05-28T04:00:00.000Z,f72715cd-f039-432a-9ed0-261b4d640119
2018-05-28T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-05-28T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-05-29T04:00:00.000Z,2018-05-29T04:00:00.000Z,262b5643-941a-4d51-8d5c-c63d6b909dc0
2018-05-29T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-05-29T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-05-30T04:00:00.000Z,2018-05-30T04:00:00.000Z,38edfd83-f1d2-4c7d-87d0-2d5fd35effb1
2018-05-30T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-05-30T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-05-31T04:00:00.000Z,2018-05-31T04:00:00.000Z,76ee3f2a-01ba-490f-939e-3f2019c51ace
2018-05-31T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-05-31T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-01T04:00:00.000Z,2018-06-01T04:00:00.000Z,eab2e95b-791a-4228-bcbc-4a98243d40d9
2018-06-01T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-01T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-02T04:00:00.000Z,2018-06-02T04:00:00.000Z,d229e912-a211-4add-ba60-1e12269b1a9b
2018-06-02T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-02T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-03T04:00:00.000Z,2018-06-03T04:00:00.000Z,92218478-0942-4466-8177-8deb7e59856e
2018-06-03T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-03T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-04T04:00:00.000Z,2018-06-04T04:00:00.000Z,b616cbb2-d4cf-4da6-9972-9b76a3495051
2018-06-04T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-04T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-05T04:00:00.000Z,2018-06-05T04:00:00.000Z,920106e7-5083-49d3-92f2-ebd2bada0d4e
2018-06-05T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-05T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-06T04:00:00.000Z,2018-06-06T04:00:00.000Z,126bb6fd-19b9-41ad-a9a5-a032e6980cda
2018-06-06T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-06T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-07T04:00:00.000Z,2018-06-07T04:00:00.000Z,f87ddb10-9844-4719-b5b3-2ec918df21bb
2018-06-07T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-07T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-08T04:00:00.000Z,2018-06-08T04:00:00.000Z,4fba310f-8793-423e-ae60-7cf70b258dea
2018-06-08T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-08T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-09T04:00:00.000Z,2018-06-09T04:00:00.000Z,e0139238-87be-47c6-a938-fa31e35dc97f
2018-06-09T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-09T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-10T04:00:00.000Z,2018-06-10T04:00:00.000Z,b60bc2a3-c98d-40d4-a3ee-f6fa8304bbc5
2018-06-10T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-10T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-11T04:00:00.000Z,2018-06-11T04:00:00.000Z,60c10719-220f-4e12-9dfb-472ea219c343
2018-06-11T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-11T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-12T04:00:00.000Z,2018-06-12T04:00:00.000Z,6f2e69b4-b6a1-435d-8223-25b93b8f785f
2018-06-12T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-12T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-13T04:00:00.000Z,2018-06-13T04:00:00.000Z,1cae6b86-95db-4f89-9b14-66bc0482da2e
2018-06-13T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-13T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-14T04:00:00.000Z,2018-06-14T04:00:00.000Z,48978efa-c452-4c50-a6cc-97867ab03700
2018-06-14T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-14T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-15T04:00:00.000Z,2018-06-15T04:00:00.000Z,9ebad66d-b5c0-491b-8556-ba4f875d089a
2018-06-15T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-15T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-16T04:00:00.000Z,2018-06-16T04:00:00.000Z,c63312be-b2cc-40f6-a2a6-3ec1354dfd83
2018-06-16T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-16T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-17T04:00:00.000Z,2018-06-17T04:00:00.000Z,e979023f-7bb3-4fa0-a59b-b8be795aaecb
2018-06-17T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-17T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-18T04:00:00.000Z,2018-06-18T04:00:00.000Z,7d255a93-e828-489f-ba4f-dc5c3298b77f
2018-06-18T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-18T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-19T04:00:00.000Z,2018-06-19T04:00:00.000Z,31c383b9-2ab3-4ff7-879e-24fafc489c8a
2018-06-19T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-19T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-20T04:00:00.000Z,2018-06-20T04:00:00.000Z,92cff4c5-0985-4d67-b0a9-c15000378529
2018-06-20T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-20T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-21T04:00:00.000Z,2018-06-21T04:00:00.000Z,5ae70c25-1b25-4ebe-90ba-3e527126793d
2018-06-21T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-21T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-22T04:00:00.000Z,2018-06-22T04:00:00.000Z,c23f6bbd-3c63-41e9-91e0-2ea8bb0c9bd3
2018-06-22T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-22T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-23T04:00:00.000Z,2018-06-23T04:00:00.000Z,05d163d7-8b3a-40a0-8fd5-0ba57bece1aa
2018-06-23T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-23T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-24T04:00:00.000Z,2018-06-24T04:00:00.000Z,99fb1a79-d725-4de4-a269-a953d353a081
2018-06-24T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-24T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-25T04:00:00.000Z,2018-06-25T04:00:00.000Z,7c33f454-d9f4-47b1-85cc-7a3168e208d8
2018-06-25T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-25T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-26T04:00:00.000Z,2018-06-26T04:00:00.000Z,1ab1314c-2a71-484a-8ad9-0721e44ec750
2018-06-26T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-26T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-27T04:00:00.000Z,2018-06-27T04:00:00.000Z,6322feab-b47f-4e2f-bb0d-ec780555113e
2018-06-27T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-27T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-28T04:00:00.000Z,2018-06-28T04:00:00.000Z,d54b6537-ae49-4649-8879-2c8e9482c32f
2018-06-28T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-28T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-29T04:00:00.000Z,2018-06-29T04:00:00.000Z,d76ec0d4-4a43-4ab5-a336-922552d33c48
2018-06-29T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-29T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-30T04:00:00.000Z,2018-06-30T04:00:00.000Z,9c87dd68-9dc0-4c70-b1f1-1f516057ee4f
2018-06-30T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-30T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-01T04:00:00.000Z,2018-07-01T04:00:00.000Z,770daefd-e68a-4d1c-b9ae-1f08be1c4bcc
2018-07-01T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-07-01T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-02T04:00:00.000Z,2018-07-02T04:00:00.000Z,7a7c86b1-2740-4b56-8c6b-30613d6d1eb4
2018-07-02T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-07-02T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-03T04:00:00.000Z,2018-07-03T04:00:00.000Z,80c5b320-7324-432e-9f3c-efc83fac28a6
2018-07-03T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-07-03T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-04T04:00:00.000Z,2018-07-04T04:00:00.000Z,452e1df2-5fef-4d51-b01d-4ac5eff794af
2018-07-04T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-07-04T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-05T04:00:00.000Z,2018-07-05T04:00:00.000Z,4fd6b706-103d-4d1a-a4f0-ec44b6f43c85
2018-07-05T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-07-05T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-06T04:00:00.000Z,2018-07-06T04:00:00.000Z,a2a64137-4767-41d3-9dc6-61575915906c
2018-07-06T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-07-06T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-07T04:00:00.000Z,2018-07-07T04:00:00.000Z,8830f4d5-f50e-498c-85dd-fbea659c1207
2018-07-07T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-07-07T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-08T04:00:00.000Z,2018-07-08T04:00:00.000Z,75ed03f4-b2c4-4bfd-8b5f-103511b2c400
2018-07-08T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-07-08T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-09T04:00:00.000Z,2018-07-09T04:00:00.000Z,d3a16a92-92b8-4e63-b623-9e768039680b
2018-07-09T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-07-09T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-10T04:00:00.000Z,2018-07-10T04:00:00.000Z,4019dfbd-0a5d-40f9-b5cc-68319ff61068
2018-07-10T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-07-10T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-11T04:00:00.000Z,2018-07-11T04:00:00.000Z,911226bd-86b9-4cf4-80b3-567262f42f3b
2018-07-11T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-07-11T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-12T04:00:00.000Z,2018-07-12T04:00:00.000Z,e1d1e761-a590-4709-a439-74698fd8c61d
2018-07-12T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-07-12T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-13T04:00:00.000Z,2018-07-13T04:00:00.000Z,95185c77-cf4b-4f89-823d-781e153be3e9
2018-07-13T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-07-13T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-14T04:00:00.000Z,2018-07-14T04:00:00.000Z,921595a9-4068-4ae8-a267-2f6c8a209e22
2018-07-14T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-07-14T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-15T04:00:00.000Z,2018-07-15T04:00:00.000Z,c55dafc7-0d58-4e0e-a8b1-7fdf7822d1bc
2018-07-15T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-07-15T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-16T04:00:00.000Z,2018-07-16T04:00:00.000Z,89720ef7-231d-4bb7-86aa-d371b9eb56cb
2018-07-16T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-07-16T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-17T04:00:00.000Z,2018-07-17T04:00:00.000Z,d066f7e6-2d36-4604-aae6-8d2ffb6fd713
2018-07-17T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-07-17T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-18T04:00:00.000Z,2018-07-18T04:00:00.000Z,a73a2b98-6f56-458b-909e-0f817a03153e
2018-07-18T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-07-18T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-19T04:00:00.000Z,2018-07-19T04:00:00.000Z,5d203e8b-8e31-479c-bbd5-f6000b590740
2018-07-19T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-07-19T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-20T04:00:00.000Z,2018-07-20T04:00:00.000Z,3d746645-ffae-48f3-b17e-cfe8720ff057
2018-07-20T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-07-20T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-21T04:00:00.000Z,2018-07-21T04:00:00.000Z,cc67961b-5540-4ad9-b2ab-6730bba3a90c
2018-07-21T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-07-21T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-22T04:00:00.000Z,2018-07-22T04:00:00.000Z,6c1634be-2fe8-4915-9bd8-93cbca4444e8
2018-07-22T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-07-22T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-23T04:00:00.000Z,2018-07-23T04:00:00.000Z,c3998a84-0919-461c-a0f2-04a632103f8f
2018-07-23T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-07-23T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-24T04:00:00.000Z,2018-07-24T04:00:00.000Z,164f22bb-9aa5-4d39-a8f2-b237c1442b2a
2018-07-24T20:00:00.000Z,907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-07-24T20:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-25T04:00:00.000Z,2018-07-25T04:00:00.000Z,26e10fde-1058-4f98-8828-78f952cac027
