employee_id,name,created_at,business_id,updated_at,closed,closed_at,id
c6981ace-81d9-4ae0-b8f7-80d4d28caf20,Casey Dondel,2018-06-01T19:02:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T19:39:00.000Z,a9f1a53b-d970-485e-9dfa-658e3f34a565
b63d9159-b2f9-4fd0-bb53-5dfeaee89e85,Andy Bolden,2018-06-01T19:14:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T19:37:00.000Z,d73d7d35-7ef3-4d30-a618-f5e1b0438a26
8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-01T19:14:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T19:30:00.000Z,abfb8945-cce4-4cf9-bb35-d738ab36f40b
5558ab4a-d395-4728-85c4-3a930f251a6a,Sasha Yii,2018-06-01T19:07:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T19:54:00.000Z,7562e722-0c65-4567-97a3-0a7733466c32
c6981ace-81d9-4ae0-b8f7-80d4d28caf20,Casey Dondel,2018-06-01T19:04:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T19:54:00.000Z,144b4b40-cc10-445f-9e75-db5eaa48984d
b63d9159-b2f9-4fd0-bb53-5dfeaee89e85,Andy Bolden,2018-06-01T19:05:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T19:47:00.000Z,07b413da-73ba-40ac-9c98-22804a142eec
8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-01T19:14:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T19:23:00.000Z,12842bf9-5dd0-478e-892a-003e7217f38e
5558ab4a-d395-4728-85c4-3a930f251a6a,Sasha Yii,2018-06-01T19:01:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T19:35:00.000Z,9634fcc9-a486-457d-ba97-c197ee678b1a
c6981ace-81d9-4ae0-b8f7-80d4d28caf20,Casey Dondel,2018-06-01T19:07:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T19:32:00.000Z,1354e6a0-8b13-4e6a-875e-4be539d52595
b63d9159-b2f9-4fd0-bb53-5dfeaee89e85,Andy Bolden,2018-06-01T19:00:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T19:48:00.000Z,c5eae1d9-b15c-43df-a82f-35b2471c0af2
8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-01T19:00:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T19:44:00.000Z,8655c39e-6859-48a1-83e1-f80345707ca2
907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-01T20:09:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T20:24:00.000Z,cfbbecfa-6be1-4d4c-9758-e4703242b5c8
c6981ace-81d9-4ae0-b8f7-80d4d28caf20,Casey Dondel,2018-06-01T20:07:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T20:57:00.000Z,146e056a-7dcd-4495-9745-d603950a638e
5558ab4a-d395-4728-85c4-3a930f251a6a,Sasha Yii,2018-06-01T20:14:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T20:35:00.000Z,1e2565c8-83be-4a3c-83fa-b73c5bc56478
b63d9159-b2f9-4fd0-bb53-5dfeaee89e85,Andy Bolden,2018-06-01T20:14:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T20:27:00.000Z,553e5ba4-dac5-4464-a5cb-73d84d398e5a
996639da-9c34-4c91-b6de-4200cb7b7d56,Jon Fends,2018-06-01T20:08:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T20:57:00.000Z,684d7969-dccb-433e-8a38-df03dba1cbef
907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-01T21:04:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T21:48:00.000Z,87c32594-2f8f-4517-932a-1f4b48d411c8
8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-01T21:07:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T21:48:00.000Z,88c004c7-39a8-4060-98e8-0585b0bd971d
da3a7214-631a-4591-b592-762574d5d7e4,Jamey Burr,2018-06-01T21:03:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T21:48:00.000Z,430ed656-7dab-42ba-a040-e223c773842c
6e32c85b-5627-4244-95f6-1372e6a23f3f,Susan Smarts,2018-06-01T21:13:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T21:51:00.000Z,2da6eaf2-8525-445f-9a9b-fd5f16e44e8b
996639da-9c34-4c91-b6de-4200cb7b7d56,Jon Fends,2018-06-01T21:03:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T21:34:00.000Z,6fc7b9ea-617b-4bee-98c1-a72d367b0cd8
9427d2bb-f2b8-4b9b-804f-6966c4328574,Shawn Saldana,2018-06-01T21:08:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T21:33:00.000Z,661a20f5-e273-48e4-a0aa-5e283443b81a
907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-01T21:03:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T21:31:00.000Z,9e411fe0-b247-4fce-826f-de72632ff10d
8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-01T21:12:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T21:42:00.000Z,2ee64154-eb23-4c06-98f9-61f7c202af9a
da3a7214-631a-4591-b592-762574d5d7e4,Jamey Burr,2018-06-01T21:07:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T21:57:00.000Z,9060b18f-5b5b-480a-8192-658037b016bb
6e32c85b-5627-4244-95f6-1372e6a23f3f,Susan Smarts,2018-06-01T21:01:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T21:49:00.000Z,d9bcf3a4-80a5-432b-8653-cfa433639763
996639da-9c34-4c91-b6de-4200cb7b7d56,Jon Fends,2018-06-01T21:14:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T21:48:00.000Z,235e9031-0a1e-4ceb-a9fb-bc8579307fb4
9427d2bb-f2b8-4b9b-804f-6966c4328574,Shawn Saldana,2018-06-01T21:01:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T21:37:00.000Z,d3ce8fb0-c939-4e19-bbe0-8c395a5f9b30
907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-01T21:11:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T21:37:00.000Z,402dd4ed-a225-46c8-855e-40ad5d19be05
8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-01T21:12:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T21:23:00.000Z,d62b214a-8ce1-4a57-a760-e4905307b815
da3a7214-631a-4591-b592-762574d5d7e4,Jamey Burr,2018-06-01T21:02:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T21:32:00.000Z,d41fac37-96b5-4819-8a95-3d730086e4f5
6e32c85b-5627-4244-95f6-1372e6a23f3f,Susan Smarts,2018-06-01T21:12:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T21:35:00.000Z,0ea2c96c-3b95-445a-9fe3-dcd4c8ec170f
996639da-9c34-4c91-b6de-4200cb7b7d56,Jon Fends,2018-06-01T21:01:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T21:35:00.000Z,96ef3853-b3ef-4181-919b-9637f6eb8cea
9427d2bb-f2b8-4b9b-804f-6966c4328574,Shawn Saldana,2018-06-01T22:10:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T22:50:00.000Z,36289b0f-7eb1-49b0-91dd-0d26908147a3
da3a7214-631a-4591-b592-762574d5d7e4,Jamey Burr,2018-06-01T22:14:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T22:36:00.000Z,f191286d-fc89-4ef5-8a58-2b24021e7de6
8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-01T22:01:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T22:58:00.000Z,ac557656-cfa3-41d1-8922-e0dd5c557cb5
996639da-9c34-4c91-b6de-4200cb7b7d56,Jon Fends,2018-06-01T22:03:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T22:26:00.000Z,7794e365-0ffe-4cd5-8194-ad2eaa748f3b
6e32c85b-5627-4244-95f6-1372e6a23f3f,Susan Smarts,2018-06-01T22:08:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T22:33:00.000Z,8ec6c51f-f826-4ef6-b396-944791fbc813
907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-01T22:11:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T22:26:00.000Z,c9019eb0-dcca-48d8-9362-b9a4d0de14fe
9427d2bb-f2b8-4b9b-804f-6966c4328574,Shawn Saldana,2018-06-01T22:08:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T22:33:00.000Z,419f9404-1481-46d6-b6d1-30fd32ebb37a
da3a7214-631a-4591-b592-762574d5d7e4,Jamey Burr,2018-06-01T22:03:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T22:43:00.000Z,da11d930-96e8-4a7f-947c-14dec5d3c4f2
8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-01T22:12:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T22:27:00.000Z,3d311326-3fbe-4f01-b84a-959c87036f9e
996639da-9c34-4c91-b6de-4200cb7b7d56,Jon Fends,2018-06-01T22:14:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T22:42:00.000Z,ccc2f841-2023-455d-acdf-a5f3007b2c33
6e32c85b-5627-4244-95f6-1372e6a23f3f,Susan Smarts,2018-06-01T22:05:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T22:44:00.000Z,df5ff969-3b58-4e52-a454-1271f7146b86
907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-01T22:04:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T22:47:00.000Z,7b7d5417-02a6-4f6c-99fc-0485efd4fcbc
9427d2bb-f2b8-4b9b-804f-6966c4328574,Shawn Saldana,2018-06-01T22:09:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T22:54:00.000Z,b0f6cc11-3206-411d-9346-32f2a051fbfb
da3a7214-631a-4591-b592-762574d5d7e4,Jamey Burr,2018-06-01T22:11:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T22:58:00.000Z,6766a1f4-064c-437e-80da-0c8b2a6e9840
8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-01T22:11:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T22:45:00.000Z,bb98df9a-8253-47d3-a071-947482994fa1
8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-01T23:06:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T23:26:00.000Z,5eff02dd-0235-4810-95a4-b64058ca8d16
907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-01T23:13:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T23:37:00.000Z,72b6189a-f37f-419e-9ad3-5eabb2255343
6e32c85b-5627-4244-95f6-1372e6a23f3f,Susan Smarts,2018-06-01T23:05:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T23:51:00.000Z,d25339a4-7a0f-4c0b-b419-4414925e65b9
996639da-9c34-4c91-b6de-4200cb7b7d56,Jon Fends,2018-06-01T23:06:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T23:55:00.000Z,186d67b2-bfce-4b1b-aabf-8592ed8b6027
9427d2bb-f2b8-4b9b-804f-6966c4328574,Shawn Saldana,2018-06-01T23:08:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T23:42:00.000Z,c0edf922-42d6-48f3-bf02-aefbe050a76e
da3a7214-631a-4591-b592-762574d5d7e4,Jamey Burr,2018-06-01T23:04:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T23:46:00.000Z,d06fcd2d-a88b-41ab-a831-93ccf8401983
8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-01T23:10:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T23:35:00.000Z,c86a6087-b0d2-4da8-9c59-77eed06913e7
907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-01T23:03:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T23:55:00.000Z,82cba273-7281-41b8-9670-a7b016acc1cf
6e32c85b-5627-4244-95f6-1372e6a23f3f,Susan Smarts,2018-06-01T23:10:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T23:52:00.000Z,ab6d873e-847c-491f-b543-e1c6f3dab04e
996639da-9c34-4c91-b6de-4200cb7b7d56,Jon Fends,2018-06-01T23:00:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T23:27:00.000Z,ad1022d0-f389-41f9-8e0b-13d546de0d84
9427d2bb-f2b8-4b9b-804f-6966c4328574,Shawn Saldana,2018-06-01T23:02:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T23:39:00.000Z,edefa1d1-5b30-4473-a4d0-d6d398411aa4
da3a7214-631a-4591-b592-762574d5d7e4,Jamey Burr,2018-06-01T23:12:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T23:52:00.000Z,5c172869-4b72-4def-a8d9-50f49567bf27
8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-01T23:14:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T23:47:00.000Z,9836a8c8-38bc-4d5b-a960-f916db417f58
907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-01T23:02:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T23:36:00.000Z,a1443b25-6578-42f1-9f05-84413519d0bf
6e32c85b-5627-4244-95f6-1372e6a23f3f,Susan Smarts,2018-06-01T23:10:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-01T23:40:00.000Z,046e8d94-bef8-4d0b-a617-1a49ea033beb
907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-02T00:14:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-02T00:58:00.000Z,b60d91ce-64dd-481f-be30-84a96a227f98
996639da-9c34-4c91-b6de-4200cb7b7d56,Jon Fends,2018-06-02T01:06:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-02T01:24:00.000Z,1e840366-277a-4bd8-80c7-a70c24afe570
907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-02T01:03:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-02T01:38:00.000Z,df8deedb-64ac-4e16-982b-8bc0ad3b7e47
9427d2bb-f2b8-4b9b-804f-6966c4328574,Shawn Saldana,2018-06-02T01:09:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-02T01:26:00.000Z,b71921c5-e095-42c3-8415-49c6632f792d
8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-02T01:07:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-02T01:47:00.000Z,ef50a7af-1ecd-428f-abe6-47f0f9eb2e07
6e32c85b-5627-4244-95f6-1372e6a23f3f,Susan Smarts,2018-06-02T01:05:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-02T01:28:00.000Z,0073daa8-a8ba-4562-b435-d124643cc558
da3a7214-631a-4591-b592-762574d5d7e4,Jamey Burr,2018-06-02T01:04:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-02T01:27:00.000Z,8e7d5b6e-974d-451e-bfcf-1de7a057ea3b
996639da-9c34-4c91-b6de-4200cb7b7d56,Jon Fends,2018-06-02T01:05:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-02T01:45:00.000Z,53650bfc-04e4-4c58-a91d-3aff0aab6cdc
907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-02T01:13:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-02T01:41:00.000Z,62094352-def9-4bd0-be00-0ddf78b42e3f
9427d2bb-f2b8-4b9b-804f-6966c4328574,Shawn Saldana,2018-06-02T01:06:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-02T01:27:00.000Z,c8e7db25-7193-418d-888b-95891d782c9f
8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-02T01:04:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-02T01:30:00.000Z,7ba24cb5-c18c-4c91-9cbe-bc22e5439fcc
6e32c85b-5627-4244-95f6-1372e6a23f3f,Susan Smarts,2018-06-02T01:14:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-02T01:42:00.000Z,f87ad939-d1ac-44f6-baa3-a2061d2e79cf
da3a7214-631a-4591-b592-762574d5d7e4,Jamey Burr,2018-06-02T01:06:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-02T01:43:00.000Z,e7886efd-0b55-4e3d-8b43-3c3c04b3cd7f
996639da-9c34-4c91-b6de-4200cb7b7d56,Jon Fends,2018-06-02T01:06:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-02T01:56:00.000Z,5e051a3d-a4ad-452b-bcc6-c88fdb9bf2b9
907b4fac-306f-4e4a-b957-1aaaaa8d9995,Jessica Burrey,2018-06-02T01:03:00.000Z,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T17:40:22.152Z,True,2018-06-02T01:32:00.000Z,00fea82e-29d6-4bb5-924e-86cb083fd68a
